Factura	Fecha	FechaVencimiento	Cliente	Producto	Cantidad	Moneda	Precio	Total	Almacén	Vendedor	TotalUSD	Impuesto	Tipo de cambio	Ganacia	GananciaUSD
585243	16/1/18	16/2/18	C2110	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.38	0	1.00	1,708.1800	29.900
585243	16/1/18	16/2/18	C2110	408	6.00	CRC	2,046.8300	12,280.98	1	-1	21.49	0	1.00	6,116.0800	107.000
585305	16/1/18	16/1/18	C4035	485	2.00	CRC	1,333.7800	2,667.56	1	-1	4.67	13	1.00	6.669.600	11.700
585305	16/1/18	16/1/18	C4035	486	2.00	CRC	1,487.6100	2,975.22	1	-1	5.21	13	1.00	7.491.600	13.100
585313	16/1/18	16/1/18	C1242	401	12.00	CRC	1.985.500	2,382.60	1	-1	4.17	0	1.00	4.584.300	0.8000
585313	16/1/18	16/1/18	C1242	406	12.00	CRC	1.947.500	2,337.00	1	-1	4.09	0	1.00	4.240.400	0.7400
585326	16/1/18	16/2/18	C0027	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.3600	32.400
585374	16/1/18	16/2/18	C1782	491	10.00	CRC	5.300.000	5,300.00	1	-1	9.27	13	1.00	1,060.0700	18.500
585374	16/1/18	16/2/18	C1782	484	10.00	CRC	3.900.000	3,900.00	1	-1	6.82	13	1.00	9.760.000	17.000
585374	16/1/18	16/2/18	C1782	475	10.00	CRC	5.050.000	5,050.00	1	-1	8.84	13	1.00	8.900.100	15.600
585374	16/1/18	16/2/18	C1782	477	10.00	CRC	8.450.000	8,450.00	1	-1	14.79	13	1.00	1,489.3700	26.100
585374	16/1/18	16/2/18	C1782	495	10.00	CRC	5.150.000	5,150.00	1	-1	9.01	13	1.00	9.100.000	15.900
585374	16/1/18	16/2/18	C1782	488	10.00	CRC	5.150.000	5,150.00	1	-1	9.01	13	1.00	9.100.000	15.900
585374	16/1/18	16/2/18	C1782	467	1.00	CRC	3,225.0000	3,225.00	1	-1	5.64	13	1.00	8.097.000	14.100
585374	16/1/18	16/2/18	C1782	494	10.00	CRC	5.150.000	5,150.00	1	-1	9.01	13	1.00	1,301.3100	22.800
585411	16/1/18	16/2/18	C1105	470	7.00	CRC	3.899.200	2,729.44	1	-1	4.78	13	1.00	4.785.400	0.8400
585411	16/1/18	16/2/18	C1105	484	6.00	CRC	3.899.200	2,339.52	1	-1	4.09	13	1.00	5.851.200	10.200
585411	16/1/18	16/2/18	C1105	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.64	13	1.00	2.600.400	0.4600
585411	16/1/18	16/2/18	C1105	477	2.00	CRC	8.412.700	1,682.54	1	-1	2.94	13	1.00	2.904.100	0.5000
585411	16/1/18	16/2/18	C1105	483	4.00	CRC	3.899.200	1,559.68	1	-1	2.73	13	1.00	2.701.900	0.4700
585411	16/1/18	16/2/18	C1105	490	15.00	CRC	4.616.800	6,925.20	1	-1	12.12	13	1.00	1,201.2700	21.000
585411	16/1/18	16/2/18	C1105	478	2.00	CRC	8.310.200	1,662.04	1	-1	2.91	13	1.00	3.015.000	0.5300
585431	16/1/18	16/2/18	C0278	408	10.00	CRC	2,046.8300	20,468.30	1	-1	35.81	0	1.00	10,193.4700	178.300
585545	17/1/18	17/2/18	C2045	493	10.00	CRC	5.130.100	5,130.10	1	-1	8.98	13	1.00	1,282.1000	22.500
585576	17/1/18	17/2/18	C0899	401	12.00	CRC	2.365.500	2,838.60	1	-1	4.97	0	1.00	9.144.300	16.000
585576	17/1/18	17/2/18	C0899	406	12.00	CRC	2.318.000	2,781.60	1	-1	4.87	0	1.00	8.686.400	15.200
585618	17/1/18	17/2/18	C0782	402	96.00	CRC	1.950.000	18,720.00	1	-1	32.75	0	1.00	3,407.2400	59.600
585621	17/1/18	17/2/18	C0539	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
585621	17/1/18	17/2/18	C0539	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.36	0	1.00	9.271.800	16.300
585622	17/1/18	17/2/18	C1404	404	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,800.7400	31.500
585623	17/1/18	17/2/18	C1645	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.38	0	1.00	1,708.1800	29.900
585623	17/1/18	17/2/18	C1645	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.3600	32.400
585634	17/1/18	17/2/18	C2329	495	5.00	CRC	5.130.100	2,565.05	1	-1	4.49	13	1.00	4.450.500	0.7800
585634	17/1/18	17/2/18	C2329	477	5.00	CRC	8.412.700	4,206.35	1	-1	7.36	13	1.00	7.260.400	12.700
585634	17/1/18	17/2/18	C2329	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.64	13	1.00	2.600.400	0.4600
585634	17/1/18	17/2/18	C2329	491	5.00	CRC	5.300.000	2,650.00	1	-1	4.64	13	1.00	5.300.300	0.9300
585634	17/1/18	17/2/18	C2329	490	5.00	CRC	4.616.800	2,308.40	1	-1	4.04	13	1.00	4.004.200	0.7000
585634	17/1/18	17/2/18	C2329	494	6.00	CRC	5.130.100	3,078.06	1	-1	5.39	13	1.00	7.688.500	13.500
585634	17/1/18	17/2/18	C2329	496	3.00	CRC	5.130.100	1,539.03	1	-1	2.69	13	1.00	3.839.800	0.6700
585634	17/1/18	17/2/18	C2329	493	3.00	CRC	5.130.100	1,539.03	1	-1	2.69	13	1.00	3.846.300	0.6700
585634	17/1/18	17/2/18	C2329	472	1.00	CRC	12,378.8300	12,378.83	1	-1	21.66	13	1.00	3,094.9300	54.200
585634	17/1/18	17/2/18	C2329	470	3.00	CRC	3.899.200	1,169.76	1	-1	2.05	13	1.00	2.050.900	0.3600
585637	17/1/18	17/2/18	C1918	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.501.800	0.7900
585651	17/1/18	17/2/18	C0964	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.36	0	1.00	9.271.800	16.300
585651	17/1/18	17/2/18	C0964	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
585652	17/1/18	17/2/18	C1863	491	4.00	CRC	5.300.000	2,120.00	1	-1	3.71	13	1.00	4.240.300	0.7400
585652	17/1/18	17/2/18	C1863	496	4.00	CRC	5.130.100	2,052.04	1	-1	3.59	13	1.00	5.119.700	0.9000
585668	17/1/18	17/2/18	C0802	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
585668	17/1/18	17/2/18	C0802	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8100
585707	17/1/18	17/2/18	C3357	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.3600	32.400
585754	17/1/18	17/3/18	C0140	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
585834	18/1/18	18/2/18	C0026	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.41	0	1.00	1,708.1800	30.000
586064	19/1/18	19/2/18	C0782	406	24.00	CRC	1.980.000	4,752.00	1	-1	8.32	0	1.00	9.260.900	16.200
586064	19/1/18	19/2/18	C0782	402	48.00	CRC	1.980.000	9,504.00	1	-1	16.64	0	1.00	1,847.6200	32.300
586064	19/1/18	19/2/18	C0782	401	72.00	CRC	1.980.000	14,256.00	1	-1	24.96	0	1.00	2,710.9700	47.400
586093	19/1/18	19/2/18	C0510	416	50.00	CRC	646.000	3,230.00	1	-1	5.66	0	1.00	1,534.6000	26.900
586142	19/1/18	19/3/18	C1775	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.501.800	0.7900
586142	19/1/18	19/3/18	C1775	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.10	0	1.00	4.270.400	0.7500
586179	19/1/18	19/2/18	C2022	406	12.00	CRC	1.980.000	2,376.00	1	-1	4.16	0	1.00	4.630.400	0.8100
586198	20/1/18	20/2/18	C1604	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
586198	20/1/18	20/2/18	C1604	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.35	0	1.00	9.271.800	16.200
586235	20/1/18	20/2/18	C1626	406	36.00	CRC	1.947.500	7,011.00	1	-1	12.26	0	1.00	1,272.1300	22.200
586235	20/1/18	20/2/18	C1626	401	48.00	CRC	1.985.500	9,530.40	1	-1	16.67	0	1.00	1,833.7200	32.100
586254	20/1/18	20/2/18	C1827	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.37	0	1.00	1,708.1800	29.900
586285	22/1/18	22/1/18	C2270	484	6.00	CRC	3.899.200	2,339.52	1	-1	4.09	13	1.00	5.851.200	10.200
586285	22/1/18	22/1/18	C2270	479	10.00	CRC	9,592.6900	95,926.90	1	-1	167.78	13	1.00	24,156.9900	422.500
586285	22/1/18	22/1/18	C2270	470	10.00	CRC	3.899.200	3,899.20	1	-1	6.82	13	1.00	6.836.300	12.000
586285	22/1/18	22/1/18	C2270	483	10.00	CRC	3.899.200	3,899.20	1	-1	6.82	13	1.00	6.754.700	11.800
586297	22/1/18	22/2/18	C0413	403	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,978.8500	34.700
586297	22/1/18	22/2/18	C0413	404	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,800.7400	31.500
586297	22/1/18	22/2/18	C0413	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.3600	32.500
586297	22/1/18	22/2/18	C0413	402	48.00	CRC	1.950.000	9,360.00	1	-1	16.37	0	1.00	1,703.6200	29.800
586297	22/1/18	22/2/18	C0413	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,882.8700	33.000
586297	22/1/18	22/2/18	C0413	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.37	0	1.00	1,708.1800	29.900
586417	22/1/18	22/2/18	C3530	406	96.00	CRC	1.950.000	18,720.00	1	-1	32.74	0	1.00	3,416.3500	59.700
586417	22/1/18	22/2/18	C3530	401	96.00	CRC	1.989.800	19,102.08	1	-1	33.41	0	1.00	3,708.7100	64.900
586417	22/1/18	22/2/18	C3530	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,882.8700	33.000
586417	22/1/18	22/2/18	C3530	404	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,800.7400	31.500
586442	22/1/18	22/2/18	C1026	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7400
586442	22/1/18	22/2/18	C1026	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8100
586493	22/1/18	6/2/18	C0803	485	4.00	CRC	1,333.7800	5,335.12	1	-1	9.33	13	1.00	1,333.9200	23.300
586541	23/1/18	23/2/18	C4005	401	48.00	CRC	1.635.500	7,850.40	1	-1	13.73	0	1.00	1.537.200	0.2700
586591	23/1/18	23/2/18	C0740	470	1.00	CRC	3.899.200	389.92	1	-1	0.68	13	1.00	683.600	0.1200
586609	23/1/18	23/2/18	C2541	402	12.00	CRC	1.852.500	2,223.00	1	-1	3.89	0	1.00	3.089.100	0.5400
586609	23/1/18	23/2/18	C2541	401	12.00	CRC	1.890.310	2,268.37	1	-1	3.97	0	1.00	3.442.000	0.6100
586609	23/1/18	23/2/18	C2541	404	12.00	CRC	1.890.310	2,268.37	1	-1	3.97	0	1.00	3.307.900	0.5800
586609	23/1/18	23/2/18	C2541	406	12.00	CRC	1.852.500	2,223.00	1	-1	3.89	0	1.00	3.100.400	0.5400
586609	23/1/18	23/2/18	C2541	405	12.00	CRC	1.890.310	2,268.37	1	-1	3.97	0	1.00	3.513.300	0.6200
586619	23/1/18	23/2/18	C0650	402	36.00	CRC	1.950.000	7,020.00	1	-1	12.28	0	1.00	1,277.7100	22.400
586646	23/1/18	23/2/18	C1335	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.37	0	1.00	1,708.1800	29.900
586646	23/1/18	23/2/18	C1335	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.70	0	1.00	1,854.3600	32.400
586652	23/1/18	23/2/18	C4049	408	12.00	CRC	2,046.8300	24,561.96	1	-1	42.95	0	1.00	12,228.8300	213.800
586661	23/1/18	23/2/18	C1884	406	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.748.000	0.8300
586661	23/1/18	23/2/18	C1884	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8200
586688	23/1/18	23/2/18	C0547	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8200
586688	23/1/18	23/2/18	C0547	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.707.200	0.8300
586688	23/1/18	23/2/18	C0547	416	50.00	CRC	680.000	3,400.00	1	-1	5.95	0	1.00	1,704.6000	29.900
586699	23/1/18	23/2/18	C1191	401	12.00	CRC	2.050.000	2,460.00	1	-1	4.30	0	1.00	5.358.300	0.9400
586707	23/1/18	23/2/18	C3987	401	144.00	CRC	1.989.800	28,653.12	1	-1	50.11	0	1.00	5,563.0700	97.300
586707	23/1/18	23/2/18	C3987	406	96.00	CRC	1.950.000	18,720.00	1	-1	32.74	0	1.00	3,416.3500	59.800
586725	23/1/18	23/1/18	C4025	403	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.947.100	0.8700
586725	23/1/18	23/1/18	C4025	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.707.200	0.8300
586725	23/1/18	23/1/18	C4025	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8200
586725	23/1/18	23/1/18	C4025	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.501.800	0.7900
586725	23/1/18	23/1/18	C4025	402	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.259.100	0.7400
586725	23/1/18	23/1/18	C4025	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7400
586762	23/1/18	23/2/18	C1977	401	144.00	CRC	1.989.800	28,653.12	1	-1	50.11	0	1.00	5,563.0700	97.300
586762	23/1/18	23/2/18	C1977	404	48.00	CRC	1.989.800	9,551.04	1	-1	16.70	0	1.00	1,800.7400	31.500
586762	23/1/18	23/2/18	C1977	406	144.00	CRC	1.950.000	28,080.00	1	-1	49.10	0	1.00	5,124.5300	89.600
586814	23/1/18	23/2/18	C0815	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.900	0.8200
586888	24/1/18	24/2/18	C3753	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.64	13	1.00	2.600.400	0.4600
586971	24/1/18	24/2/18	C0944	406	144.00	CRC	1.989.800	28,653.12	1	-1	50.09	0	1.00	5,697.6500	99.600
586990	24/1/18	24/2/18	C0447	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.70	0	1.00	1,854.2600	32.400
586996	24/1/18	24/2/18	C0552	416	50.00	CRC	680.000	3,400.00	1	-1	5.94	0	1.00	1,704.6000	29.800
587037	24/1/18	24/2/18	C3805	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.35	0	1.00	9.003.700	15.800
587056	24/1/18	24/2/18	C4042	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7500
587056	24/1/18	24/2/18	C4042	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.707.200	0.8200
587056	24/1/18	24/2/18	C4042	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.635.700	0.8100
587056	24/1/18	24/2/18	C4042	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.501.800	0.7800
587082	24/1/18	24/2/18	C2007	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.635.700	0.8100
587137	25/1/18	25/2/18	C0127	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7400
587137	25/1/18	25/2/18	C0127	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.700	0.8100
587137	25/1/18	25/2/18	C0127	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.707.200	0.8300
587174	25/1/18	25/3/18	C2273	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.700	0.8100
587174	25/1/18	25/3/18	C2273	406	72.00	CRC	1.950.000	14,040.00	1	-1	24.56	0	1.00	2,562.2600	44.800
587176	25/1/18	25/2/18	C1722	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7400
587176	25/1/18	25/2/18	C1722	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.700	0.8100
587176	25/1/18	25/2/18	C1722	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.707.200	0.8300
587268	25/1/18	25/2/18	C1577	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.2600	32.500
587268	25/1/18	25/2/18	C1577	406	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,899.2200	33.200
587269	25/1/18	25/2/18	C1577	401	108.00	CRC	1.989.800	21,489.84	1	-1	37.59	0	1.00	4,172.0900	73.000
587319	25/1/18	25/2/18	C0281	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.71	0	1.00	1,854.2600	32.500
587361	25/1/18	25/2/18	C0719	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.35	0	1.00	9.271.300	16.200
587475	26/1/18	26/2/18	C2304	495	30.00	CRC	5.130.100	15,390.30	1	-1	26.95	13	1.00	2,670.3000	46.800
587492	26/1/18	26/2/18	C0320	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.700	0.8100
587509	26/1/18	26/2/18	C1755	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.10	0	1.00	4.270.400	0.7500
587509	26/1/18	26/2/18	C1755	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.635.700	0.8100
587519	26/1/18	26/2/18	C1065	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.36	0	1.00	9.271.300	16.200
587519	26/1/18	26/2/18	C1065	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.36	0	1.00	9.003.700	15.700
587519	26/1/18	26/2/18	C1065	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	14.900
587549	26/1/18	26/1/18	C3169	406	12.00	CRC	1.852.500	2,223.00	1	-1	3.89	0	1.00	3.100.400	0.5400
587549	26/1/18	26/1/18	C3169	405	12.00	CRC	1.890.310	2,268.37	1	-1	3.97	0	1.00	3.513.300	0.6100
587549	26/1/18	26/1/18	C3169	401	12.00	CRC	1.890.310	2,268.37	1	-1	3.97	0	1.00	3.441.800	0.6000
587651	27/1/18	27/2/18	C1417	401	96.00	CRC	1.989.800	19,102.08	1	-1	33.45	0	1.00	3,708.5200	65.000
587651	27/1/18	27/2/18	C1417	406	96.00	CRC	1.950.000	18,720.00	1	-1	32.78	0	1.00	3,416.3500	59.800
587672	27/1/18	27/2/18	C4056	401	96.00	CRC	1.989.800	19,102.08	1	-1	33.45	0	1.00	3,708.5200	65.000
587850	29/1/18	28/2/18	C1026	494	6.00	CRC	5.130.100	3,078.06	1	-1	5.39	13	1.00	7.688.500	13.500
587850	29/1/18	28/2/18	C1026	483	10.00	CRC	3.899.200	3,899.20	1	-1	6.83	13	1.00	6.754.700	11.900
587850	29/1/18	28/2/18	C1026	488	10.00	CRC	5.130.100	5,130.10	1	-1	8.98	13	1.00	8.901.000	15.600
587850	29/1/18	28/2/18	C1026	491	10.00	CRC	5.300.000	5,300.00	1	-1	9.28	13	1.00	1,060.0700	18.600
587850	29/1/18	28/2/18	C1026	475	12.00	CRC	5.026.800	6,032.16	1	-1	10.56	13	1.00	1,040.1700	18.200
587864	29/1/18	28/2/18	C0662	407	11.00	CRC	1,739.3500	19,132.85	1	-1	33.50	0	1.00	10,146.5500	177.600
587876	29/1/18	29/1/18	C3124	483	6.00	CRC	3.899.200	2,339.52	1	-1	4.10	13	1.00	4.052.800	0.7100
587882	29/1/18	28/2/18	C3265	496	4.00	CRC	5.130.100	2,052.04	1	-1	3.59	13	1.00	5.119.700	0.8900
587882	29/1/18	28/2/18	C3265	475	4.00	CRC	5.026.800	2,010.72	1	-1	3.52	13	1.00	3.467.200	0.6100
587882	29/1/18	28/2/18	C3265	477	2.00	CRC	8.412.700	1,682.54	1	-1	2.95	13	1.00	2.904.100	0.5100
587882	29/1/18	28/2/18	C3265	469	3.00	CRC	3.591.700	1,077.51	1	-1	1.89	13	1.00	1.871.100	0.3300
587882	29/1/18	28/2/18	C3265	494	2.00	CRC	5.130.100	1,026.02	1	-1	1.80	13	1.00	2.562.800	0.4500
587924	29/1/18	28/2/18	C1191	406	24.00	CRC	2.010.000	4,824.00	1	-1	8.45	0	1.00	9.980.900	17.500
587948	29/1/18	28/2/18	C0642	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.10	0	1.00	4.270.400	0.7500
587961	29/1/18	28/2/18	C2222	467	3.00	CRC	3,220.4800	9,661.44	1	-1	16.92	13	1.00	2,415.5400	42.300
588033	30/1/18	28/2/18	C3157	467	5.00	CRC	3,220.4800	16,102.40	1	-1	28.17	13	1.00	4,025.9000	70.400
588033	30/1/18	28/2/18	C3157	475	10.00	CRC	5.026.800	5,026.80	1	-1	8.79	13	1.00	8.668.100	15.100
588033	30/1/18	28/2/18	C3157	483	10.00	CRC	3.899.200	3,899.20	1	-1	6.82	13	1.00	6.754.800	11.800
588035	30/1/18	28/2/18	C3528	457	1.00	CRC	8,920.0000	8,920.00	1	-1	15.61	13	1.00	1,819.5200	31.900
588063	30/1/18	28/2/18	C1977	401	288.00	CRC	1.989.800	57,306.24	1	-1	100.25	0	1.00	11,125.5700	194.600
588142	30/1/18	28/2/18	C0158	404	36.00	CRC	1.989.800	7,163.28	1	-1	12.53	0	1.00	1,350.5500	23.600
588159	30/1/18	28/2/18	C0534	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.35	0	1.00	9.271.300	16.200
588159	30/1/18	28/2/18	C0534	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
588196	30/1/18	28/2/18	C0551	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.18	0	1.00	4.707.200	0.8300
588196	30/1/18	28/2/18	C0551	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.19	0	1.00	8.540.900	15.000
588248	30/1/18	28/2/18	C3079	419	2.00	CRC	4.950.000	990.00	1	-1	1.73	13	1.00	3.883.200	0.6800
588258	30/1/18	30/3/18	C2465	425	6.00	CRC	3,200.0000	19,200.00	1	-1	33.59	13	1.00	5,879.2500	102.900
588282	31/1/18	28/2/18	C1365	405	180.00	CRC	1.990.000	35,820.00	1	-1	62.59	0	1.00	7,064.3800	123.400
588302	31/1/18	28/2/18	C0841	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.36	0	1.00	1,708.1800	29.900
588302	31/1/18	28/2/18	C0841	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.69	0	1.00	1,854.2600	32.400
588304	31/1/18	28/2/18	C1444	487	6.00	CRC	1,077.2700	6,463.62	1	-1	11.29	13	1.00	1,610.4100	28.100
588304	31/1/18	28/2/18	C1444	493	6.00	CRC	5.130.100	3,078.06	1	-1	5.38	13	1.00	7.692.600	13.500
588304	31/1/18	28/2/18	C1444	488	6.00	CRC	5.130.100	3,078.06	1	-1	5.38	13	1.00	5.340.600	0.9300
588420	31/1/18	28/2/18	C0518	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.09	0	1.00	4.270.400	0.7500
588420	31/1/18	28/2/18	C0518	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.707.200	0.8200
588420	31/1/18	28/2/18	C0518	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.635.700	0.8100
588420	31/1/18	28/2/18	C0518	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.501.800	0.7800
588430	31/1/18	28/2/18	C1646	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.18	0	1.00	8.540.900	14.900
588438	31/1/18	28/2/18	C1631	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.34	0	1.00	9.271.300	16.200
588448	31/1/18	28/2/18	C1011	401	12.00	CRC	1.947.500	2,337.00	1	-1	4.08	0	1.00	4.128.100	0.7200
588482	31/1/18	28/2/18	C0802	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.17	0	1.00	4.635.700	0.8100
588516	1/2/18	1/3/18	C3177	491	5.00	CRC	5.300.000	2,650.00	1	-1	4.62	13	1.00	5.300.300	0.9200
588631	1/2/18	1/3/18	C0207	407	24.00	CRC	1,660.2100	39,845.04	1	-1	69.51	0	1.00	20,238.5700	353.100
588633	1/2/18	1/3/18	C3457	403	48.00	CRC	2.050.000	9,840.00	1	-1	17.17	0	1.00	2,267.8200	39.600
588719	1/2/18	1/2/18	C0157	406	48.00	CRC	1.985.500	9,530.40	1	-1	16.63	0	1.00	1,878.5800	32.800
588719	1/2/18	1/2/18	C0157	401	48.00	CRC	1.985.500	9,530.40	1	-1	16.63	0	1.00	1,833.6200	32.000
588719	1/2/18	1/2/18	C0157	404	36.00	CRC	1.985.500	7,147.80	1	-1	12.47	0	1.00	1,335.0700	23.300
588725	1/2/18	1/3/18	C0148	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.16	0	1.00	8.540.900	14.900
588733	1/2/18	1/3/18	C0282	405	36.00	CRC	1.989.800	7,163.28	1	-1	12.50	0	1.00	1,412.1600	24.700
588733	1/2/18	1/3/18	C0282	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.33	0	1.00	9.003.700	15.700
588824	1/2/18	1/3/18	C0694	483	6.00	CRC	3.704.240	2,222.54	1	-1	3.88	13	1.00	2.883.000	0.5100
588950	2/2/18	2/3/18	C0759	484	3.00	CRC	3.899.200	1,169.76	1	-1	2.04	13	1.00	2.925.600	0.5100
588950	2/2/18	2/3/18	C0759	470	5.00	CRC	3.899.200	1,949.60	1	-1	3.40	13	1.00	3.418.200	0.6000
588950	2/2/18	2/3/18	C0759	469	5.00	CRC	3.591.700	1,795.85	1	-1	3.13	13	1.00	3.118.500	0.5400
588950	2/2/18	2/3/18	C0759	490	6.00	CRC	4.616.800	2,770.08	1	-1	4.83	13	1.00	4.805.100	0.8400
588950	2/2/18	2/3/18	C0759	483	4.00	CRC	3.899.200	1,559.68	1	-1	2.72	13	1.00	2.701.900	0.4700
588966	2/2/18	2/2/18	C1931	402	24.00	CRC	1.852.500	4,446.00	1	-1	7.75	0	1.00	6.170.200	10.700
588966	2/2/18	2/2/18	C1931	401	24.00	CRC	1.890.310	4,536.74	1	-1	7.91	0	1.00	6.883.500	12.000
588966	2/2/18	2/2/18	C1931	406	24.00	CRC	1.852.500	4,446.00	1	-1	7.75	0	1.00	6.200.900	10.800
588979	2/2/18	10/2/18	C1509	404	24.00	CRC	1.971.000	4,730.40	1	-1	8.25	0	1.00	8.552.500	14.900
588979	2/2/18	10/2/18	C1509	405	24.00	CRC	1.971.000	4,730.40	1	-1	8.25	0	1.00	8.963.200	15.600
588979	2/2/18	10/2/18	C1509	406	24.00	CRC	1.935.000	4,644.00	1	-1	8.10	0	1.00	8.180.900	14.300
